,Dominant_Topic,Perc_Contribution,Topic_Keywords,0
6959,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'idea', u'money', u'power', u'woman', u'hollywood', u'would', u'make', u'priority', u'prevent', u'anymore', u'story']"
6960,2.0,0.1606,"man, woman, time, be, get, help, year, good, need, friend","[u'happen', u'weinstein', u'enough', u'man', u'know', u'feel', u'be', u'sorry', u'lupita', u'happen']"
6961,2.0,0.1601,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'everywhere', u'endure']"
6962,2.0,0.1601,"man, woman, time, be, get, help, year, good, need, friend","[u'need', u'clear', u'respond', u'have', u'unknow', u'tag', u'history']"
6963,2.0,0.158,"man, woman, time, be, get, help, year, good, need, friend","[u'witch', u'hunt', u'sense', u'lead', u'former', u'charmed', u'actress']"
6964,2.0,0.1731,"man, woman, time, be, get, help, year, good, need, friend","[u'business', u'dinner', u'exchange', u'business', u'card', u'wld', u'stop', u'harassment']"
6965,2.0,0.157,"man, woman, time, be, get, help, year, good, need, friend","[u'boss', u'marry', u'want', u'rub', u'shoulder', u'scar', u'tell', u'boss', u'keep', u'job']"
6966,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'rap', u'earn', u'black', u'belt', u'sexually', u'assault', u'man', u'leave', u'encounter', u'broken', u'bone']"
6967,2.0,0.1585,"man, woman, time, be, get, help, year, good, need, friend","[u'absolutely', u'much', u'solidarity', u'realm', u'sexual', u'abuse', u'kind', u'victimization', u'share', u'person', u'moment', u'thing', u'come', u'together', u'epiphany', u'create', u'bond', u'fellow', u'victim', u'start', u'heal']"
6968,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'year', u'many', u's', u'many', u'speak', u'sexual', u'abuse', u's', u'many', u'say', u's', u'many', u'still', u'shadow', u'many', u'help', u'guide', u'fear', u'female', u'planetpic']"
6969,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'sad', u'survivor', u'teach', u'shame', u'rest', u'victim', u'shoulder', u'instead', u'offender', u'belong']"
6970,2.0,0.1611,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'girl', u'boy', u'victim', u'child', u'sexual', u'abuse']"
6971,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'people', u'warm', u'heart', u'soul']"
6972,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'say', u'powerful', u'voice', u'voice', u'finally', u'gain', u'momentum', u'take', u'power', u'abuser']"
6973,2.0,0.1611,"man, woman, time, be, get, help, year, good, need, friend","[u'incredibly', u'empower', u'take', u'power', u'back', u'abuser', u'remember', u'speak', u'detail', u'due', u'fear', u'etcpic']"
6974,2.0,0.1577,"man, woman, time, be, get, help, year, good, need, friend","[u'union', u'open', u'twitter', u'campaign', u'gma', u'video']"
6975,2.0,0.158,"man, woman, time, be, get, help, year, good, need, friend","[u'lady', u'gaga', u'sheryl', u'crow', u'tweet']"
6976,2.0,0.1634,"man, woman, time, be, get, help, year, good, need, friend","[u'continuously', u'last', u'yrs', u'rampant', u'walk', u'life', u'profession', u'gender', u'disgusting', u'powerplay']"
6977,2.0,0.1662,"man, woman, time, be, get, help, year, good, need, friend","[u'college', u'study', u'session', u'walk', u'foreign', u'city', u'even', u'business', u'meeting', u'sadly', u'alone']"
6978,2.0,0.1571,"man, woman, time, be, get, help, year, good, need, friend","[u'floods_social', u'medium', u'story', u'harassment', u'assault', u'anna', u'codrea', u'rado', u'nyt']"
6979,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'harasser', u'deny', u'claim', u'love', u'wife', u'claim', u'lie', u'get', u'fire', u'celebrate', u'legal', u'dept']"
6980,2.0,0.165,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'experience', u'unwanted', u'sexual', u'assault', u'harassment', u'abuse', u'multiple_tim', u'life', u'manage', u'escape', u'experience', u'be', u'lucky']"
6981,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'many', u'time', u'story', u'person', u'ppl', u'respect', u'ppl', u'current']"
6982,2.0,0.1603,"man, woman, time, be, get, help, year, good, need, friend","[u'learn', u'rely']"
6983,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'brave', u'enough', u'angry']"
6984,2.0,0.1636,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'clarifying', u'begin', u'hope', u'update', u'information']"
6985,2.0,0.1595,"man, woman, time, be, get, help, year, good, need, friend","[u'know', u'woman', u'who', u'have', u'bad', u'experience', u'hesitate', u'say', u'be', u'honest']"
6986,2.0,0.1651,"man, woman, time, be, get, help, year, good, need, friend","[u'spoiler', u'alert', u'sexually_harasse', u'way', u'lifetime']"
6987,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'join', u'sunday', u'hollywood', u'give', u'march', u'expose', u'end', u'sexual', u'assault', u'support']"
6988,2.0,0.1606,"man, woman, time, be, get, help, year, good, need, friend","[u'new', u'attorney', u'public', u'defender', u'office', u'sleep', u'old', u'supervisor', u'everyone', u'know', u'someone', u'complain', u'demote', u'move', u'outlying', u'office', u'later', u'reinstate', u'go', u'rehab']"
6989,2.0,0.1585,"man, woman, time, be, get, help, year, good, need, friend","[u'later', u'judge', u'previously', u'prosecutor', u'carry', u'least', u'affair', u'dif', u'prosecutor', u'marry', u'everyone', u'know', u'complain', u'preside', u'judge', u'move', u'civil', u'department']"
6990,2.0,0.1615,"man, woman, time, be, get, help, year, good, need, friend","[u'new', u'attorney', u'sheriff', u'deputy', u'use', u'lock', u'lone', u'female', u'cell', u'man', u'need', u'talk', u'client', u'regularly', u'man', u'would', u'drop', u'pant', u'pee', u'open', u'urinal', u'complain', u'male', u'preside', u'judge', u'cricket']"
6991,2.0,0.156,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'bad', u'history', u'sexual', u'assault', u'military', u'asshole', u'wonder', u'louis', u'jerk', u'room', u'wife', u'try', u'escape']"
6992,2.0,0.156,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'bad', u'history', u'sexual', u'assault', u'military', u'asshole', u'wonder', u'louis', u'jerk', u'room', u'wife', u'try', u'escape']"
6993,2.0,0.156,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'bad', u'history', u'sexual', u'assault', u'military', u'asshole', u'wonder', u'louis', u'jerk', u'room', u'wife', u'try', u'escape']"
6994,2.0,0.159,"man, woman, time, be, get, help, year, good, need, friend","[u'allow', u'misogynist', u'bot', u'harass', u'woman']"
6995,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend","[u'allow', u'misogynist', u'harass', u'woman']"
6996,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'second', u'rant', u'boy', u'get', u'rake', u'coal', u'suggest', u'football', u'player', u'usurping']"
6997,2.0,0.1575,"man, woman, time, be, get, help, year, good, need, friend","[u'federal', u'judge', u'mostly', u'dismiss', u'sexual', u'harassment', u'case']"
6998,2.0,0.1691,"man, woman, time, be, get, help, year, good, need, friend","[u'moron', u'judge', u'propose', u'sentence', u'grope', u'man', u'convinct', u'sexual', u'harassment']"
6999,2.0,0.1667,"man, woman, time, be, get, help, year, good, need, friend","[u'little', u'piggy', u'think', u'year', u'old', u'chubby', u'girl', u'may', u'flatter', u'assailant']"
7000,2.0,0.1617,"man, woman, time, be, get, help, year, good, need, friend","[u'judge', u'protect', u'harass', u'creepy', u'judge', u'protect']"
7001,2.0,0.1613,"man, woman, time, be, get, help, year, good, need, friend","[u'man', u'defend', u'woman', u'apparently', u'fault']"
7002,2.0,0.1673,"man, woman, time, be, get, help, year, good, need, friend","[u'louis_ck', u'roy_moore', u'glimpse', u'may', u'end', u'jessica_valenti']"
7003,2.0,0.1577,"man, woman, time, be, get, help, year, good, need, friend","[u'thankful', u'ppl', u'speak', u'sharing', u'story', u'truth']"
7004,2.0,0.1681,"man, woman, time, be, get, help, year, good, need, friend","[u'wtg', u'coverage', u'pic']"
7005,2.0,0.1661,"man, woman, time, be, get, help, year, good, need, friend","[u'longer', u'anonymous']"
7006,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'happen', u'thank', u'share', u'story']"
7007,2.0,0.1576,"man, woman, time, be, get, help, year, good, need, friend","[u'congresswoman', u'start', u'draw', u'attention', u'sexual', u'harassment', u'capitol_hill']"
7008,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'abt']"
7009,2.0,0.1648,"man, woman, time, be, get, help, year, good, need, friend","[u'scumbag', u'reilly', u'file', u'friviolous', u'lawsuit', u'facebook', u'post']"
7010,2.0,0.1578,"man, woman, time, be, get, help, year, good, need, friend","[u'watch', u'elizabeth', u'tell', u'story', u'ruin', u'week']"
7011,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'pain', u'move', u'forward']"
7012,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'spread']
7013,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'learn']
7014,2.0,0.1578,"man, woman, time, be, get, help, year, good, need, friend","[u'even', u'milano', u'credit', u'burke', u'create', u'tag', u'wait', u'actually']"
7015,2.0,0.1616,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'start', u'tag', u'years_ago', u'pic']"
7016,2.0,0.158,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'share', u'put', u'word', u'many']"
7017,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'thank']
7018,2.0,0.1577,"man, woman, time, be, get, help, year, good, need, friend","[u'brutal', u'news', u'cycle', u'survivor', u'nightmare', u'believe', u'blame', u'ridicule', u'shamed', u'shunned', u'hypocrisy', u'nerve', u'question', u'victim', u'come', u'forth']"
7019,2.0,0.1693,"man, woman, time, be, get, help, year, good, need, friend","[u'abuser', u'family', u'happen', u'year', u'finally', u'leave', u'home', u'year', u'old', u'be', u'year', u'old', u'single', u'day', u'go', u'affect', u'life']"
7020,2.0,0.1643,"man, woman, time, be, get, help, year, good, need, friend","[u'happen', u'year', u'abuser', u'family', u'be', u'year', u'old', u'single', u'day', u'go', u'affect', u'life']"
7021,2.0,0.1636,"man, woman, time, be, get, help, year, good, need, friend","[u'rape', u'culture', u'century', u'man', u'protect', u'man', u'allow', u'go', u'allow', u'flourish', u'tide', u'change', u'woman', u'finally', u'feel', u'support', u'safe', u'enough', u'speak', u'truth']"
7022,2.0,0.1636,"man, woman, time, be, get, help, year, good, need, friend","[u'rape', u'culture', u'century', u'man', u'protect', u'man', u'allow', u'go', u'allow', u'flourish', u'tide', u'change', u'woman', u'finally', u'feel', u'support', u'safe', u'enough', u'speak', u'truth']"
7023,2.0,0.1636,"man, woman, time, be, get, help, year, good, need, friend","[u'rape', u'culture', u'century', u'man', u'protect', u'man', u'allow', u'go', u'allow', u'flourish', u'tide', u'change', u'woman', u'finally', u'feel', u'support', u'safe', u'enough', u'speak', u'truth']"
7024,2.0,0.1623,"man, woman, time, be, get, help, year, good, need, friend","[u'meet', u'briefly', u'tattoo', u'shop', u'super', u'kind', u'sweet', u'gentle', u'soul', u'even_though', u'recognize', u'tattoo', u'artist', u'tell', u'later']"
7025,2.0,0.1637,"man, woman, time, be, get, help, year, good, need, friend","[u'stop', u'blame', u'victim', u'have', u'live', u'idea', u'take', u'get', u'day', u'pic']"
7026,2.0,0.1659,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'glad', u'people', u'finally', u'face', u'repercussion', u'action', u'hopefully', u'seek', u'help', u'stop', u'abuse']"
7027,2.0,0.169,"man, woman, time, be, get, help, year, good, need, friend","[u'apologize', u'get', u'help', u'good']"
7028,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'apply', u'survivor']"
7029,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'thank']
7030,2.0,0.1647,"man, woman, time, be, get, help, year, good, need, friend","[u'uncle', u'grandfather', u'fuck', u'brain', u'abuser', u'bound']"
7031,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'heartbreak']
7032,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'wish', u'anyone']"
7033,2.0,0.1638,"man, woman, time, be, get, help, year, good, need, friend","[u'funny', u'good']"
7034,2.0,0.166,"man, woman, time, be, get, help, year, good, need, friend","[u'story', u'ball', u'weepy', u'mess', u'today', u'heartbreak', u'woman', u'relive', u'horror', u'hurt']"
7035,2.0,0.1603,"man, woman, time, be, get, help, year, good, need, friend","[u'stand', u'phrase', u'real', u'man', u'phrase', u'real', u'woman', u'decent', u'human', u'end', u'story']"
7036,2.0,0.1626,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'woman', u'be', u'whole', u'person', u'daughte', u'excuse', u'reason']"
7037,2.0,0.1623,"man, woman, time, be, get, help, year, good, need, friend","[u'family', u'friend', u'employer', u'life']"
7038,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'keep', u'hand', u'ass']"
7039,2.0,0.1619,"man, woman, time, be, get, help, year, good, need, friend","[u'survivor', u'sexual', u'violence', u'owe', u'anyone', u'stori', u'here', u'be', u'tell', u'mine']"
7040,2.0,0.1574,"man, woman, time, be, get, help, year, good, need, friend","[u'assaulted', u'child', u'family_member', u'harass', u'often', u'lose', u'count']"
7041,2.0,0.1691,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'post', u'experience', u'nothing', u'compare', u'other', u'experience', u'still', u'creep']"
7042,2.0,0.1629,"man, woman, time, be, get, help, year, good, need, friend","[u'lastly', u'pervy', u'mayor', u'try', u'look', u'blouse', u'waiting', u'meet', u'secretary', u'lobby', u'office', u'ick']"
7043,2.0,0.1621,"man, woman, time, be, get, help, year, good, need, friend","[u'time', u'contractor', u'sexually', u'abusive', u'phone', u'male', u'co', u'worker', u'come', u'defense', u'suspend']"
7044,2.0,0.1623,"man, woman, time, be, get, help, year, good, need, friend","[u'reject', u'advance', u'move', u'kiss', u'grope', u'stairwell', u'never', u'complain']"
7045,2.0,0.1657,"man, woman, time, be, get, help, year, good, need, friend","[u'pervy', u'atty', u'office', u'would', u'get', u'close', u'conversation', u'toe', u'would', u'touch', u'want', u'telecommute']"
7046,2.0,0.1589,"man, woman, time, be, get, help, year, good, need, friend","[u'waste', u'much', u'time', u'ignore', u'fact', u'almost', u'everyone', u'daughter', u'sister', u'wife', u'mother', u'aunt', u'niece', u'girlfriend', u'sexually_harass', u'assault']"
7047,2.0,0.1626,"man, woman, time, be, get, help, year, good, need, friend","[u'have', u'never', u'share', u'anyone', u'ask', u'stand', u'together', u'assault', u'bar', u'grab', u'manner', u'trump', u'brag', u'tell', u'suppose', u'flattered', u'tell', u'big', u'deal']"
7048,2.0,0.1638,"man, woman, time, be, get, help, year, good, need, friend","[u'man', u'world', u'wrong', u'know', u'know', u'man', u'famous', u'man', u'usually', u'out', u'famous', u'people', u'western', u'world', u'shudder', u'volume', u'unreport', u'sexual', u'abuser', u'eastern', u'hemisphere']"
7049,2.0,0.1623,"man, woman, time, be, get, help, year, good, need, friend","[u'perspective', u'critical', u'understanding', u'matter', u'many', u'million', u'say', u'nothing', u'get', u'do', u'address', u'root', u'issue']"
7050,2.0,0.1678,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'campaign', u'many', u'people', u'reply', u'affirmative', u'may', u'serve', u'enlighten', u'other']"
7051,2.0,0.158,"man, woman, time, be, get, help, year, good, need, friend","[u'cross', u'gender', u'socioeconomic', u'status', u'age', u'religion', u'political', u'party', u'border', u'sexual', u'harassment', u'truly', u'discriminate']"
7052,2.0,0.1668,"man, woman, time, be, get, help, year, good, need, friend","[u'boost', u'have', u'successful', u'boost']"
7053,2.0,0.1662,"man, woman, time, be, get, help, year, good, need, friend","[u'big', u'small', u'risk', u'always', u'fabulous', u'lady']"
7054,2.0,0.1617,"man, woman, time, be, get, help, year, good, need, friend","[u'man', u'say', u'mother', u'sister', u'daughter', u'say', u'father', u'brother', u'son', u'better']"
7055,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'gender', u'age', u'fault', u'lack', u'clothe', u'location', u'assailant']"
7056,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'who', u's', u'see', u'naked']"
7057,2.0,0.1607,"man, woman, time, be, get, help, year, good, need, friend","[u'walk', u'subway', u'tonight', u'full', u'coverage', u'sweater', u'dressed', u'minion', u'really', u'nyc']"
7058,2.0,0.163,"man, woman, time, be, get, help, year, good, need, friend","[u'daughter', u'granddaughter', u'generation', u'present']"
7059,2.0,0.167,"man, woman, time, be, get, help, year, good, need, friend","[u'finally', u'courage', u'say', u'happen', u'man', u'man', u'sexually', u'harass', u'man', u'report', u'man', u'teach', u'tough', u'put', u'mind', u'time', u'sickos', u'get', u'whatev', u'deserve']"
7060,2.0,0.1629,"man, woman, time, be, get, help, year, good, need, friend","[u'go', u'away', u'dave', u'appear', u'answer', u'original', u'post', u'misuse', u'ridiculous']"
7061,2.0,0.1704,"man, woman, time, be, get, help, year, good, need, friend","[u'let', u'think', u'be', u'call', u'liar', u'associate', u'pick', u'way']"
7062,2.0,0.1622,"man, woman, time, be, get, help, year, good, need, friend","[u'would', u'include', u'hashtag', u'wth']"
7063,2.0,0.167,"man, woman, time, be, get, help, year, good, need, friend","[u'hopefully', u'never', u'able', u'relate', u'sexual', u'assault', u'story', u'realize', u'exception', u'norm']"
7064,2.0,0.1686,"man, woman, time, be, get, help, year, good, need, friend",[u'endorse']
7065,2.0,0.1686,"man, woman, time, be, get, help, year, good, need, friend",[u'endorse']
7066,2.0,0.164,"man, woman, time, be, get, help, year, good, need, friend","[u's', u'stuff', u'alyssa_milano', u'think', u'know', u'go', u'long', u'time']"
7067,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'jen', u'gerson', u'mean', u'disrespect', u'say', u'problem']"
7068,2.0,0.1653,"man, woman, time, be, get, help, year, good, need, friend","[u'alyssa_milanos', u'really', u'forget', u'middle', u'america']"
7069,2.0,0.1679,"man, woman, time, be, get, help, year, good, need, friend","[u'man', u'silent', u'time', u'speak', u'tom', u'pessah']"
7070,2.0,0.1615,"man, woman, time, be, get, help, year, good, need, friend","[u'spend', u'morning', u'try', u'decide', u'happen', u'really', u'count']"
7071,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'expose', u'scale', u'sexual', u'abuse', u'bbc_new']"
7072,2.0,0.1687,"man, woman, time, be, get, help, year, good, need, friend","[u'instead', u'french', u'woman', u'say', u'pig']"
7073,2.0,0.1629,"man, woman, time, be, get, help, year, good, need, friend","[u'deliberate', u'decide', u'tweet', u'owe', u'anyone']"
7074,2.0,0.167,"man, woman, time, be, get, help, year, good, need, friend","[u'travel', u'mumbai', u'local', u'train', u'idiot', u'grope', u'crowd']"
7075,2.0,0.1609,"man, woman, time, be, get, help, year, good, need, friend","[u'hailey', u'pandolfi']"
7076,2.0,0.1609,"man, woman, time, be, get, help, year, good, need, friend","[u'hailey', u'pandolfi']"
7077,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'believe']
7078,2.0,0.1676,"man, woman, time, be, get, help, year, good, need, friend","[u'thing', u'year', u'check']"
7079,2.0,0.1719,"man, woman, time, be, get, help, year, good, need, friend","[u'heart', u'heavy', u'seeing', u'post']"
7080,2.0,0.1571,"man, woman, time, be, get, help, year, good, need, friend","[u'lady', u'gaga', u'sheryl', u'crow', u'tweet', u'raise', u'awareness', u'sexual', u'assault']"
7081,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend",[u'aussi']
7082,2.0,0.1612,"man, woman, time, be, get, help, year, good, need, friend","[u'yesterday', u'man', u'refer', u'boobs', u'tit', u'say', u'speak', u'vulgar', u'way', u'body', u'woman', u'say', u'big', u'deal']"
7083,2.0,0.1575,"man, woman, time, be, get, help, year, good, need, friend","[u'watch', u'anita_hill', u'aly_raisman', u'share', u'story', u'stage', u'together']"
7084,2.0,0.1633,"man, woman, time, be, get, help, year, good, need, friend","[u'absolutely', u'incredible', u'see', u'take', u'empower', u'woman', u'step', u'forward', u'thousand', u'woman', u'courage', u'step', u'forward', u'empower', u'woman', u'come', u'forward', u'voice', u'sister', u'need']"
7085,2.0,0.1601,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'sexually', u'harassment', u'ask', u'do', u'power', u'perverse', u'pleasure', u'control', u'sexual', u'predator', u'enjoy', u'woman', u'lose', u'career']"
7086,2.0,0.17,"man, woman, time, be, get, help, year, good, need, friend","[u'time', u'guy', u'grab', u'genital', u'gay', u'bar', u'make', u'sure', u'work']"
7087,2.0,0.1607,"man, woman, time, be, get, help, year, good, need, friend","[u'time', u'guy', u'try', u'roll', u'penetrate', u'say']"
7088,2.0,0.158,"man, woman, time, be, get, help, year, good, need, friend","[u'declare', u'morning', u'see', u'sit', u'solidarity']"
7089,2.0,0.1577,"man, woman, time, be, get, help, year, good, need, friend","[u'movement', u'march', u'hollywood', u'sexual', u'assault', u'harassment', u'mashable']"
7090,2.0,0.1607,"man, woman, time, be, get, help, year, good, need, friend","[u'happen', u'woman', u'report']"
7091,2.0,0.1665,"man, woman, time, be, get, help, year, good, need, friend","[u'people', u'victim', u'feel', u'say', u'anything', u'work', u'know', u'hir', u'sexual', u'harasser', u'fuck', u'fox', u'anyone', u'support', u'fox']"
7092,2.0,0.1643,"man, woman, time, be, get, help, year, good, need, friend","[u'wait', u'roy_moore', u'disgusting', u'human', u'would', u'thought']"
7093,2.0,0.1584,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'write', u'might_give', u'people', u'sense', u'magnitude', u'problem']"
7094,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'guess', u'turn']"
7095,2.0,0.1636,"man, woman, time, be, get, help, year, good, need, friend","[u'progressiv', u'response', u'btw', u'happen', u'know', u'monica', u'tweet', u'think', u'gore', u'suffer', u'be', u'even', u'bad', u'political', u'analyst', u'think']"
7096,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'shoutout', u'woman', u'who', u'have', u'share', u'predecessor', u'hope', u'prioritize', u'women', u'digital', u'safety']"
7097,2.0,0.1604,"man, woman, time, be, get, help, year, good, need, friend","[u'hesitant', u'tweet']"
7098,2.0,0.1613,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'woman', u'way', u'powerful', u'twitter', u'rather', u'boycott']"
7099,2.0,0.159,"man, woman, time, be, get, help, year, good, need, friend","[u'late', u'tca', u'member', u'daily', u'thank']"
7100,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'school', u'job', u'personal', u'life']"
7101,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'trend']
7102,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'vote', u'trump', u'forgive', u'take', u'comment', u'seriously']"
7103,2.0,0.1595,"man, woman, time, be, get, help, year, good, need, friend","[u'disaster', u'work', u'alarm', u'clock', u'world', u'hence', u'allow', u'shout', u'wake', u'love', u'pray']"
7104,2.0,0.1617,"man, woman, time, be, get, help, year, good, need, friend","[u'trump', u'give', u'subpoena', u'document', u'relate', u'assault', u'allegation']"
7105,2.0,0.159,"man, woman, time, be, get, help, year, good, need, friend","[u'alyssa', u'acknowledge', u'create', u'msm', u'institution', u'thrive', u'black', u'invisibility', u'exploitation']"
7106,2.0,0.1641,"man, woman, time, be, get, help, year, good, need, friend","[u'issue', u'ownership', u'nothing', u'alyssa', u'everything', u'mainstream', u'media', u'erasure', u'black', u'woman']"
7107,2.0,0.1579,"man, woman, time, be, get, help, year, good, need, friend","[u'class', u'act', u'give', u'credit', u'credit', u'due', u'acknowledge', u'start', u'defensive']"
7108,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'bab', u'happen', u'terrible', u'also', u'movement', u'everything']"
7109,2.0,0.1686,"man, woman, time, be, get, help, year, good, need, friend",[u'be']
7110,2.0,0.1686,"man, woman, time, be, get, help, year, good, need, friend",[u'man']
7111,2.0,0.1641,"man, woman, time, be, get, help, year, good, need, friend","[u'solely', u'response', u'stand']"
7112,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'share', u'harrowing', u'sex', u'assault', u'tal', u'hashtag', u'daily', u'news']"
7113,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'happy', u'week', u'love', u'support', u'week']"
7114,2.0,0.1619,"man, woman, time, be, get, help, year, good, need, friend","[u'post', u'trigger', u'enough', u'week', u'agree', u'podcast', u'relationship', u'history', u'literally', u'tricia']"
7115,2.0,0.1765,"man, woman, time, be, get, help, year, good, need, friend","[u'get', u'whistle', u'yell', u'sexual', u'threat', u'year', u'old', u'girl', u'walking_home', u'school', u'never', u'happen']"
7116,2.0,0.1765,"man, woman, time, be, get, help, year, good, need, friend","[u'get', u'whistle', u'yell', u'sexual', u'threat', u'year', u'old', u'girl', u'walking_home', u'school', u'never', u'happen']"
7117,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'sad', u'say']"
7118,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'sad', u'say']"
7119,2.0,0.1597,"man, woman, time, be, get, help, year, good, need, friend","[u'edie', u'campbell', u'pen', u'letter', u'fashion', u'industry', u'sexual', u'assault', u'man']"
7120,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'terry', u'crew', u'file', u'police', u'report', u'sexual', u'assault', u'claim']"
7121,2.0,0.1577,"man, woman, time, be, get, help, year, good, need, friend","[u'secret', u'keep', u'check', u'book', u'trailer', u'denial']"
7122,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'male', u'sexual', u'abuse', u'survivor']"
7123,2.0,0.1731,"man, woman, time, be, get, help, year, good, need, friend","[u'story', u'may', u'interested', u'contact']"
7124,2.0,0.1645,"man, woman, time, be, get, help, year, good, need, friend","[u'survivor', u'receive', u'recognition', u'suffering']"
7125,2.0,0.159,"man, woman, time, be, get, help, year, good, need, friend","[u'journey', u'uncharted', u'water', u'feat', u'dan', u'quenneville', u'alter', u'pain']"
7126,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend","[u'journey', u'layer', u'trauma', u'feat_david', u'lorenz']"
7127,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'journey', u'uncharted', u'water', u'feat', u'dan', u'quenneville', u'alter', u'pain', u'check']"
7128,2.0,0.1646,"man, woman, time, be, get, help, year, good, need, friend","[u'difficult', u'truth', u'gay', u'man', u'sexual', u'assault']"
7129,2.0,0.158,"man, woman, time, be, get, help, year, good, need, friend","[u'pleasure', u'keep', u'talk', u'important', u'topic']"
7130,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'distract', u'message', u'sexual', u'assaul', u'immune']"
7131,2.0,0.1588,"man, woman, time, be, get, help, year, good, need, friend","[u'mckayla_maroney', u'say', u'larry', u'nassar', u'begin', u'sexually', u'abuse']"
7132,2.0,0.1668,"man, woman, time, be, get, help, year, good, need, friend","[u'survivor', u'unite']"
7133,2.0,0.1622,"man, woman, time, be, get, help, year, good, need, friend","[u'survivor', u'hear', u'story', u'other', u'share', u'story']"
7134,2.0,0.1589,"man, woman, time, be, get, help, year, good, need, friend","[u'journey', u'denial', u'feat', u'nanette', u'kirsch', u'part']"
7135,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'journey', u'self', u'compassion', u'feat_david', u'lohman', u'devore']"
7136,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend","[u'journey', u'layer', u'trauma', u'feat_david', u'lorenz']"
7137,2.0,0.1575,"man, woman, time, be, get, help, year, good, need, friend","[u'male', u'survivor', u'sexual', u'violence', u'find', u'voice', u'documentary']"
